customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score_Total,Customer_Segment
3cae34a5904516a06e100af9024617e7,169,1,29.9,4,2,1,421,7,Potential
3cb5b3b2f475ded80173ef2d4f4fde3e,65,1,34.89,5,2,1,521,8,Potential
3cb7760625ccc233fab4e975e0a9c5c1,207,1,119.9,3,2,4,324,9,Potential
3cba28f7a08ec8dc693cbdc33538de13,338,1,84.99,2,2,3,223,7,Potential
3cba4ab951d8cbc4e3d814ac1d7d6402,82,1,110.0,5,2,4,524,11,Loyal
3cba8ffcf762c735844f0cb07b0a0802,181,1,229.9,3,2,5,325,10,Loyal
3cbbf71ad036830bcf5a19075b9d2ce4,320,1,35.0,2,2,1,221,5,At Risk
3cbe83af0cacebaba139458a9207da34,133,1,173.25,4,2,4,424,10,Loyal
3cc0991ba7c8be09d9f63a8526e52bb2,106,1,129.9,4,2,4,424,10,Loyal
3cc394031cbfbeba2c1fcbfde8994b90,132,1,99.97,4,2,3,423,9,Potential
3cc4acd6cfe6acb5f129a560961f2ef6,152,1,180.0,4,2,5,425,11,Loyal
3cc6f2e1b9199837fabb35ff4bf24884,220,1,139.99,3,2,4,324,9,Potential
3cc893cf5b4d65901081b898cc87d4b0,129,1,145.9,4,2,4,424,10,Loyal
3cc9db37d3df6c5b00e68a8f28d76f71,479,2,41.86,1,5,2,152,8,Potential
3cc9ea3ffe189981b9a8b2b92b99271b,58,1,49.0,5,2,2,522,9,Potential
3ccb1a26207a1de610b8033973002a61,102,1,19.49,4,2,1,421,7,Potential
3ccd53395855932e15e05b77cfb60947,459,1,22.9,1,2,1,121,4,At Risk
3ccdb773109127443b9c9a88d6639ee2,428,1,104.0,1,2,3,123,6,At Risk
3cd1ebd71e3753cd8f8ec421ae02502e,533,1,17.99,1,2,1,121,4,At Risk
3cd20f67e0aaf8d82bfa52696dbb9223,412,1,89.9,1,2,3,123,6,At Risk
3cd3127e3533fe632e21af1862a51c7b,231,3,37.47,3,5,1,351,9,Potential
3cd4207d6ce944798257ac5953640a40,157,2,139.99,4,5,4,454,13,Champions
3cd5784d754d85366c325e26b966e091,291,1,12.3,2,2,1,221,5,At Risk
3cd80edbe9aa268593282e5d0143fa86,447,1,180.0,1,2,5,125,8,Potential
3cd86c600cc096464ad1f49a47dcf59c,299,2,58.0,2,5,2,252,9,Potential
3cd897e12575867979341f66f72f9232,460,1,24.9,1,2,1,121,4,At Risk
3cd8a4523dd9a286b3d3d6ab7d7f6f16,114,1,104.9,4,2,3,423,9,Potential
3cda1f8a48d2aa40cb74f315149c7625,357,1,279.99,2,2,5,225,9,Potential
3cdadaf84a996b3f07ccfcf9796f1dfd,89,1,1899.0,5,2,5,525,12,Loyal
3cdb33be843c8a89687a70a43deeb1a7,148,1,54.4,4,2,2,422,8,Potential
3cdb6421f2746df350ad91db329028c6,551,1,148.0,1,2,4,124,7,Potential
3cdb97c7026f8956cc2211db2b19f270,462,1,89.99,1,2,3,123,6,At Risk
3ce1fa9f478cac95922954b388345677,135,1,149.9,4,2,4,424,10,Loyal
3ce412c6d79c960f45241e8a1622082d,258,1,168.9,3,2,4,324,9,Potential
3ceefb2177a2cf047e2b49ecac09800d,333,1,69.9,2,2,3,223,7,Potential
3cf2a3ab991db5237c12edb31243bdb1,55,1,57.0,5,2,2,522,9,Potential
3cf33b6177767b9488f1abc46baab374,370,1,79.9,2,2,3,223,7,Potential
3cf33c394bf39b538eacf3d4ce394b74,418,2,215.97,1,5,5,155,11,Loyal
3cff0a374f4e71bcf965f794a25a461b,370,1,69.99,2,2,3,223,7,Potential
3d0069224545e8fb3b67f447e5a3d43e,556,2,95.75999999999999,1,5,3,153,9,Potential
3d0095ba9d5975bc3874d1cb87579027,364,1,276.0,2,2,5,225,9,Potential
3d01523c62122408343bc08a31ddb1b4,135,1,45.0,4,2,2,422,8,Potential
3d016daf5e02a4aa9ae1d72a3224106e,440,1,59.99,1,2,2,122,5,At Risk
3d057e2134a816aa1fda7ed50aa73843,228,1,668.0,3,2,5,325,10,Loyal
3d05f072d3052a4bb5adc28fab02ec4d,570,1,299.9,1,2,5,125,8,Potential
3d07310ffa7a51e9f8249ad383e3e425,160,1,160.0,4,2,4,424,10,Loyal
3d073c09a5177fc7034412eb4e44870a,276,3,179.39999999999998,2,5,5,255,12,Loyal
3d074e025564ddf1f59c4535a2170463,567,1,79.61,1,2,3,123,6,At Risk
3d0a011c5b53a6ce43496c80c269bd0f,294,1,113.0,2,2,4,224,8,Potential
3d0a330980e19020b32ea78c631f2c60,444,1,59.9,1,2,2,122,5,At Risk
3d137ee6aef24bc7aa2d3cd0e083ce9c,133,1,69.9,4,2,3,423,9,Potential
3d16152c514410c047904cd433439892,375,1,1597.35,2,2,5,225,9,Potential
3d1a76622ec022c19f773e757122968b,51,1,48.49,5,2,2,522,9,Potential
3d1cd211ba069a73ccc4d17dcc8e5786,31,1,47.5,5,2,2,522,9,Potential
3d1ceb242379c21d0a4f11b19989a49f,177,1,349.9,4,2,5,425,11,Loyal
3d1d587a1f4c96dcc056a2a708bcadc5,336,1,132.9,2,2,4,224,8,Potential
3d1ebae4e6b553141e99a3fa5c3f21fc,38,1,14.9,5,2,1,521,8,Potential
3d24f8153934396ca881e3124da2dfff,113,1,83.8,4,2,3,423,9,Potential
3d2555c2e4253c01ed592b57b96adc54,255,1,19.0,3,2,1,321,6,At Risk
3d27ae84bc19705dcdbaed05a18184b5,153,1,72.75,4,2,3,423,9,Potential
3d27c1531b803fa53d84ad3f26eb281c,307,1,22.99,2,2,1,221,5,At Risk
3d28106fbbe7a712698980d5576a0eef,257,2,79.98,3,5,3,353,11,Loyal
3d286c8d1103ceb489815f4b99e47a10,430,1,39.9,1,2,1,121,4,At Risk
3d29ce2273f63b9b234452606791b855,277,1,33.0,2,2,1,221,5,At Risk
3d2d09fe310f1b703931eea340fd67b6,212,2,276.0,3,5,5,355,13,Champions
3d2ef5f086d6689fb4d917d3ce727fe7,9,1,54.0,5,2,2,522,9,Potential
3d304df5973262bf91bd0d197571e4b9,62,1,101.4,5,2,3,523,10,Loyal
3d310b892437fdb1d91d71bc86fb8320,110,1,35.9,4,2,1,421,7,Potential
3d3162c248f84fc1ef4636b83bf097fe,350,1,254.9,2,2,5,225,9,Potential
3d324ba7a5056f4509b6becdc19b4874,202,1,117.0,3,2,4,324,9,Potential
3d33fa7b80bba2f0a706b7b141485add,221,1,49.0,3,2,2,322,7,Potential
3d364a7768fae99678635c4370295d20,526,1,259.9,1,2,5,125,8,Potential
3d364b0af6346c8e1d387b86d9d4a30f,70,1,15.9,5,2,1,521,8,Potential
3d384508dcdfe0542bd9458a84038ff2,145,1,119.0,4,2,4,424,10,Loyal
3d39a9d77c73f1e6b8c49b3dc5c956cc,171,1,32.9,4,2,1,421,7,Potential
3d3b321ab293296bc1ad4752ddbb0767,24,1,259.99,5,2,5,525,12,Loyal
3d3c3a765dbc79acc71ff6c96543b1f7,353,1,589.0,2,2,5,225,9,Potential
3d3f27c4aa64dd989e18391f0ef71412,191,1,52.0,3,2,2,322,7,Potential
3d4015fed8ac5f65a2db7c929ac7a80a,195,1,49.99,3,2,2,322,7,Potential
3d4247241ef4c649b821eb1f81ede8bd,106,1,64.8,4,2,2,422,8,Potential
3d42778c5622056bc1891cd69d92f7ae,4,1,24.9,5,2,1,521,8,Potential
3d444ce347d25d73767e73aad4ef72d2,132,1,79.9,4,2,3,423,9,Potential
3d46f3720b481bf721544699010b97fd,105,2,157.8,4,5,4,454,13,Champions
3d470cf44ec101a9ae26d7388f167091,333,1,329.9,2,2,5,225,9,Potential
3d4b54eda0c3dfae1e33310bd096c12a,321,1,59.55,2,2,2,222,6,At Risk
3d4f12dece1264e5d6321f1b7f003336,5,1,28.82,5,2,1,521,8,Potential
3d4f152e32102012b2b433492ded9586,444,1,15.33,1,2,1,121,4,At Risk
3d524cae0ddfe0e918f39e7e8ab49e8b,23,1,122.99,5,2,4,524,11,Loyal
3d528b069707b3464a19fd937fc9f06c,66,1,34.19,5,2,1,521,8,Potential
3d540559ce0677a17f45eab0cb113c8d,415,4,1283.64,1,5,5,155,11,Loyal
3d544f3317528a3792f01bc1edb9bb52,106,1,130.0,4,2,4,424,10,Loyal
3d54e4ff73894ca933fce16491b6af27,261,3,149.7,3,5,4,354,12,Loyal
3d5a1ae3fd2ad64a913c89f749733291,487,1,349.9,1,2,5,125,8,Potential
3d5abcd270843a521e72506481816dbf,210,1,370.47,3,2,5,325,10,Loyal
3d5e14abd47ad7ae589af619b8d2489e,22,1,59.9,5,2,2,522,9,Potential
3d5ee12ffbcb44147038950c94c9e78d,542,1,72.99,1,2,3,123,6,At Risk
3d5ff67987bbd3820ca1cf5e7a468131,337,6,359.4,2,5,5,255,12,Loyal
3d60317a015d799b113f98ee908fd655,100,1,39.0,4,2,1,421,7,Potential
3d6042d877fddc23b9d57ed6669a5b8c,419,1,129.0,1,2,4,124,7,Potential
3d60952351a48ae05804341ab1e3f7fa,230,1,1997.0,3,2,5,325,10,Loyal
3d684e372547bcaf7ee40953248d17ac,149,1,40.5,4,2,2,422,8,Potential
3d6c40bcf2b4cd41e841bf86515e85a7,77,1,129.9,5,2,4,524,11,Loyal
3d6cba2464a5a92a342347462aa89b6e,476,1,129.99,1,2,4,124,7,Potential
3d6ccc45f51d061c0632fb284770be14,278,1,49.0,2,2,2,222,6,At Risk
3d6ed7232dcb0837e78ad6ff6123332f,371,1,149.99,2,2,4,224,8,Potential
3d700140ed8c077e157fa9ca8e70e265,126,1,29.9,4,2,1,421,7,Potential
3d7140f7eb346da3202a5f121dc31f94,24,2,340.0,5,5,5,555,15,Champions
3d71bc3ae0c9f857ffe17636e0d59aab,462,1,16.99,1,2,1,121,4,At Risk
3d7374e69df52d243adcddbbd1fc6cf3,533,1,649.9,1,2,5,125,8,Potential
3d740e7cbf7e5b18027f204bd01b0be4,383,1,45.8,1,2,2,122,5,At Risk
3d7473b49ce85b24ddf1088368126f59,151,1,99.0,4,2,3,423,9,Potential
3d813c6fc035353a9c632760e2d3703a,182,1,229.99,3,2,5,325,10,Loyal
3d824c079b1eb4ad1a691e4a7db649bc,136,1,69.5,4,2,3,423,9,Potential
3d82e773ad2655ecee210df7fa726354,437,1,279.0,1,2,5,125,8,Potential
3d83e5ef875fbe2b372eb472a6528146,244,1,45.99,3,2,2,322,7,Potential
3d850129935d047bc6fc1fed1022641a,156,1,61.99,4,2,2,422,8,Potential
3d851653ff7a4c5393e62039bf02cfdd,9,1,74.99,5,2,3,523,10,Loyal
3d86efb31ed14a05d994860891ac529c,35,1,269.45,5,2,5,525,12,Loyal
3d88eb9dbdae62a25db397df10cec4ec,24,2,300.0,5,5,5,555,15,Champions
3d893c1bf392ef009bb06a0dcf5c6fa1,455,1,66.99,1,2,2,122,5,At Risk
3d8a6458539e83a8f9decef0d592098e,183,1,738.0,3,2,5,325,10,Loyal
3d8b5f7499ecd5b1d995bb18d9ef69fe,578,1,189.0,1,2,5,125,8,Potential
3d8d31cd396c1ef6b06284fdc1bfd00c,106,1,41.5,4,2,2,422,8,Potential
3d8de2ffff62ece629f9783044fa5f9b,184,1,159.9,3,2,4,324,9,Potential
3d8ea4321fc67d4386e0f40f26584a02,166,1,109.9,4,2,4,424,10,Loyal
3d8ee81a826ef3a7a0b47f41fb259de7,444,1,34.9,1,2,1,121,4,At Risk
3d8efae43a6376c9ce72a639fba3d9b8,201,1,129.9,3,2,4,324,9,Potential
3d8f63e51c1f45ef00bdc81d965b6f37,70,1,49.99,5,2,2,522,9,Potential
3d8f6eef546513dad3d018c20a994ff7,194,1,148.0,3,2,4,324,9,Potential
3d8f828c75606575e20a26416deea675,9,1,77.0,5,2,3,523,10,Loyal
3d93772915efa454a89bf52047b0b285,55,3,149.7,5,5,4,554,14,Champions
3d943295584f2ecfa1134a619a3f03ef,542,1,65.99,1,2,2,122,5,At Risk
3d95d3b7f53ead6222d8483da305a67d,56,1,69.9,5,2,3,523,10,Loyal
3d9940d7d7b9b2585b4c6a0a9da51669,315,1,109.9,2,2,4,224,8,Potential
3d99c2d51c16a9c900b74ba30301ecdc,228,1,144.99,3,2,4,324,9,Potential
3d9c19a54696df1fd821e1da79b2d96a,198,1,99.9,3,2,3,323,8,Potential
3d9c211b025d7bb8837440ea8bd2eaa5,35,1,109.49,5,2,3,523,10,Loyal
3d9eefabcc18173795e8cdb0b5644386,72,1,29.9,5,2,1,521,8,Potential
3d9f4f569e127314216de45504ee4712,467,1,45.5,1,2,2,122,5,At Risk
3d9f7bdb0b7ba4c2373ecd9a8bcf5574,118,1,99.9,4,2,3,423,9,Potential
3da285f344b116692496c69681f04648,462,1,109.9,1,2,4,124,7,Potential
3da48078f617c821d6887dbae37d9c6d,22,1,34.99,5,2,1,521,8,Potential
3da4b5990fbe91360d7ce38858cf7061,150,1,149.9,4,2,4,424,10,Loyal
3da62858003c2363f45c8d14b3a33464,314,1,23.99,2,2,1,221,5,At Risk
3da6aa0af0352042b86a7fb507c0ff74,166,1,94.9,4,2,3,423,9,Potential
3da7d5591566b89e7d6c21818a914742,241,2,35.98,3,5,1,351,9,Potential
3da952ce80be94f390086f4f4dcf4f21,27,1,149.9,5,2,4,524,11,Loyal
3daa1c97a3155484f70c88b19c90dfb5,323,1,359.0,2,2,5,225,9,Potential
3daa7acb06726ac755289163f6a81f70,54,1,149.97,5,2,4,524,11,Loyal
3dad6f1fca54de94395a782bca37f8cb,295,1,49.9,2,2,2,222,6,At Risk
3daecf8142fdd6c03cf4825284d1bb5f,279,4,196.0,2,5,5,255,12,Loyal
3db0ac778b83a68083f6129b2c26fe49,77,1,89.99,5,2,3,523,10,Loyal
3db2007c5d6e2faa40531040efa5a0f0,258,1,84.99,3,2,3,323,8,Potential
3db3885c251fead1659574f04032d844,201,1,349.9,3,2,5,325,10,Loyal
3db3c93c3b1b7e297d823753b18e1faa,151,1,11.6,4,2,1,421,7,Potential
3db4e2c1b4e880c0abd63248621873e4,221,1,23.99,3,2,1,321,6,At Risk
3db553f2f06164371a33b0bc51084a01,245,1,86.9,3,2,3,323,8,Potential
3db6e5afa8e8178a29afc729855315e2,333,1,59.9,2,2,2,222,6,At Risk
3db70423f1e5cf9d8aba8a2d460f1700,11,1,37.91,5,2,1,521,8,Potential
3db7d0f4027dc3ec728ab5f92cd61f54,171,1,503.34,4,2,5,425,11,Loyal
3db8e974539181cef99cd8a28cbac775,125,1,40.49,4,2,2,422,8,Potential
3db9d970bd57d1329f71156aefe70e95,70,1,54.72,5,2,2,522,9,Potential
3dbb5c4e262f34940346a6422df335fb,183,1,29.99,3,2,1,321,6,At Risk
3dbc90de68ad61c3aee9e43133b95208,259,1,129.0,3,2,4,324,9,Potential
3dbcf9834bc024c54979fdb525e2166e,165,1,72.0,4,2,3,423,9,Potential
3dc3016006cefe3f43b3e0fbf60fbd7f,219,1,249.99,3,2,5,325,10,Loyal
3dc72442480b0d7485969ce3125d0256,269,1,1399.5,2,2,5,225,9,Potential
3dcdd9ca88cc9f6e7e51e7378bb982e3,225,1,189.0,3,2,5,325,10,Loyal
3dcfeb7a838e0288c312993d98c35b63,279,1,438.99,2,2,5,225,9,Potential
3dd07088b00e604f3fda8489e17502d5,335,1,49.0,2,2,2,222,6,At Risk
3dd0b7853e24d84f3f18f035c7d0ebb0,411,1,69.9,1,2,3,123,6,At Risk
3dd0e97ea668c962fb9a7383677bd83f,397,1,849.9,1,2,5,125,8,Potential
3dd21204331bd7a301e6f5a54cc83c34,21,1,118.9,5,2,4,524,11,Loyal
3dd8bad00a85a50913d473d27f26ecc8,312,1,19.9,2,2,1,221,5,At Risk
3ddd076b7f728bcaa2ede9dc34c78147,147,1,79.0,4,2,3,423,9,Potential
3ddf3a844281361d1b333943de3c611c,211,1,29.99,3,2,1,321,6,At Risk
3ddf75230a5da0dca3de49ea70faf061,374,1,49.0,2,2,2,222,6,At Risk
3de0c9303f39b7ccfe69ca11aee19cc6,223,1,499.99,3,2,5,325,10,Loyal
3de30eeef90dd631e644c6de27acc927,107,1,65.0,4,2,2,422,8,Potential
3de63ee92820ab2271995a05366d5955,21,1,148.8,5,2,4,524,11,Loyal
3de8346af6099edca3b6e85f5d536957,193,1,113.0,3,2,4,324,9,Potential
3deb4a6474e67d18f2a230a98fbf2f0d,113,1,99.9,4,2,3,423,9,Potential
3deefd795808c47f79519d9461a5cbe4,34,1,69.9,5,2,3,523,10,Loyal
3defdac1cf5b779689353f537aa723d6,257,1,89.9,3,2,3,323,8,Potential
3df236402bc02ce30ba3ec32896f3a50,245,1,49.9,3,2,2,322,7,Potential
3df37cddc0b550720a407fe5a1fe27c6,157,1,99.9,4,2,3,423,9,Potential
3df4899f61ce017d60b180c1dedc278e,101,1,34.99,4,2,1,421,7,Potential
3df6d371f113dda29150312926877133,226,1,117.3,3,2,4,324,9,Potential
3df711695b712b39c8074af49986aaa8,167,1,61.99,4,2,2,422,8,Potential
3dfa96a5c650beb1772d1db80b14b222,56,1,19.9,5,2,1,521,8,Potential
3dfad6d85caf27ac5606ef87fe4afc22,278,1,89.9,2,2,3,223,7,Potential
3dfb55714eb4271250aaaf67bf5073f5,47,1,49.9,5,2,2,522,9,Potential
3dfbc47dc4046b82ef459423c4bbe54b,189,1,125.0,3,2,4,324,9,Potential
3dfbd083a1fb36e642d872a8ef7f3674,408,1,59.15,1,2,2,122,5,At Risk
3dfc036a6c20bf007f7365b74961a9ae,570,1,66.3,1,2,2,122,5,At Risk
3dfca3554a9263d5e63cb60bc443bee5,115,1,22.5,4,2,1,421,7,Potential
3dfcc5c25b1a9102de307a2e66b83e6f,570,1,89.9,1,2,3,123,6,At Risk
3dfefd315855cd80170b7fe60d6279f8,344,1,103.8,2,2,3,223,7,Potential
3e00bcc9aa892a783fe0ef73a02b6686,296,1,38.97,2,2,1,221,5,At Risk
3e026dabdf68f6b9957ed741f364f1be,54,2,119.8,5,5,4,554,14,Champions
3e02a2aa8ad7226e10748e8c01448ddd,456,1,59.9,1,2,2,122,5,At Risk
3e087f4360f6a520c85dc7b49120b7da,193,1,56.97,3,2,2,322,7,Potential
3e08b9cd8d0eeebebd230aead5016f71,53,1,48.6,5,2,2,522,9,Potential
3e0a8e2f767f96b047452d0eb7c7f76e,258,1,209.9,3,2,5,325,10,Loyal
3e0c514b44504d00d5fa7549c193cb6c,137,1,129.99,4,2,4,424,10,Loyal
3e0dfaee8a7d40bae26d53d4995fc209,182,1,60.0,3,2,2,322,7,Potential
3e0e58010a278792a9caba7b029a2700,399,1,51.92,1,2,2,122,5,At Risk
3e0ec51549acef5abeb76a89812e834c,278,1,599.0,2,2,5,225,9,Potential
3e106ca9900549d3fe143694d984da50,146,1,14.9,4,2,1,421,7,Potential
3e134146f147b595885be88b67d8f789,346,1,1349.99,2,2,5,225,9,Potential
3e13d95b101d8111c3a45a6bcb9d5761,150,1,28.0,4,2,1,421,7,Potential
3e13e5843eacac8a8ec14b42e8a7174c,156,1,13.65,4,2,1,421,7,Potential
3e1427e37d817261096f932d24533e57,73,1,122.99,5,2,4,524,11,Loyal
3e14eae48d5e0483f7a5e8c500f30ceb,24,1,110.65,5,2,4,524,11,Loyal
3e1787c6399d840a6e0fc2def0a8c555,377,1,29.0,2,2,1,221,5,At Risk
3e1e65dce6ca95809bb8980af28d3317,293,1,13.99,2,2,1,221,5,At Risk
3e1f5ce6a6847bac4bc3f20a2c3a58d0,235,1,97.9,3,2,3,323,8,Potential
3e1f86036855bfaceb850916cc097864,231,1,42.0,3,2,2,322,7,Potential
3e27ee3f48cb9cabeabd93885de3fd09,41,2,80.9,5,5,3,553,13,Champions
3e289161c6bc38d180daea28b588181f,185,1,150.0,3,2,4,324,9,Potential
3e2a232d8d87354029b8076ef6974196,381,1,46.99,1,2,2,122,5,At Risk
3e2bdf994900b28097d638cb91bb6cb3,331,1,349.0,2,2,5,225,9,Potential
3e2ebb072268f02e950737b50723d19d,121,1,28.49,4,2,1,421,7,Potential
3e30d9a5ec7b5488a6db9aa572aa9345,483,1,129.9,1,2,4,124,7,Potential
3e323b291cb138aafc038becb865d171,273,1,190.9,2,2,5,225,9,Potential
3e332338454c5752a0ff8cb3858fabfb,37,2,147.69,5,5,4,554,14,Champions
3e341b59cef7bd65660ea83bc8a31031,263,1,71.0,3,2,3,323,8,Potential
3e34c4d5834e6206ef8e4a5d4343f7ee,46,1,52.9,5,2,2,522,9,Potential
3e36afbf5d9f5e833d612294f376526d,132,1,53.9,4,2,2,422,8,Potential
3e36d59a55c36aeb0c4c974c3c506246,13,1,39.0,5,2,1,521,8,Potential
3e37bc37821d52ca9c55e137630846da,171,1,64.9,4,2,2,422,8,Potential
3e3a2579dd1f91141d907f3355ae466c,245,1,30.0,3,2,1,321,6,At Risk
3e3a414ad6cc9633f79ff0179f560b31,273,1,219.9,2,2,5,225,9,Potential
3e3be4ab20da89485d950d6be80201ec,35,1,19.99,5,2,1,521,8,Potential
3e3d56f9737c010ccb5b67c601a18b53,30,3,185.79000000000002,5,5,5,555,15,Champions
3e3df3f60660041f8c573eb73a72eeb0,59,1,90.0,5,2,3,523,10,Loyal
3e3e0c2b99958071eb13725728790328,260,1,11.55,3,2,1,321,6,At Risk
3e3eb75c7d1339dba4a8bc472244032f,27,1,24.9,5,2,1,521,8,Potential
3e3f3b429b8f808303589da2ad50e349,204,1,68.5,3,2,2,322,7,Potential
3e3f84de0e6b6590c0a535d34281a222,209,1,299.9,3,2,5,325,10,Loyal
3e3fe8426cd25a53fda9ce53c9acd7b6,268,1,55.0,3,2,2,322,7,Potential
3e405d6de3c4ad057fabc8a03be353b0,472,1,19.9,1,2,1,121,4,At Risk
3e4097c77d4fc69d520b2e7ceca9f4f5,5,1,85.9,5,2,3,523,10,Loyal
3e43e6105506432c953e165fb2acf44c,199,5,492.9,3,5,5,355,13,Champions
3e43fc8a00d1e9ef2879b0e842820155,271,1,45.65,2,2,2,222,6,At Risk
3e45a109987cde39a119cd1a7eade7ea,365,1,1200.0,2,2,5,225,9,Potential
3e45b1d69bfaf0b7963cbb9dd00196f7,542,1,39.9,1,2,1,121,4,At Risk
3e465fef36c3e2a1742b5067f7a2178e,250,1,119.9,3,2,4,324,9,Potential
3e47025034c5a31cff56168ac0519f1f,146,1,29.98,4,2,1,421,7,Potential
3e475baa2c69d9e105cada272f65cd0a,229,1,23.99,3,2,1,321,6,At Risk
3e49e0b73e8398a32a929c8c3048e9bb,56,1,79.9,5,2,3,523,10,Loyal
3e4b2e649ef988d57fed54dd8bc276b9,45,1,24.9,5,2,1,521,8,Potential
3e4c78d0ff792b1ee682564008e7d1b9,215,1,57.02,3,2,2,322,7,Potential
3e4d0419daf434e0d8bcb9fcbc9b0f3d,43,1,99.9,5,2,3,523,10,Loyal
3e4e094846680d745e8769dcbe6732fa,8,1,20.0,5,2,1,521,8,Potential
3e4ef963d1c04ababbd4cf03c4d034a6,71,2,91.8,5,5,3,553,13,Champions
3e4f7d082101e1bb55fe8a7115049625,120,1,105.25,4,2,3,423,9,Potential
3e4fd73f1e86b135b9b121d6abbe9597,278,1,339.0,2,2,5,225,9,Potential
3e50896cd4e9d3eaede04fd6af331632,258,1,179.99,3,2,5,325,10,Loyal
3e50df928d6795a585bf698055913366,235,1,210.0,3,2,5,325,10,Loyal
3e51583cc9801a5065127e7d65fea4e6,233,1,8.99,3,2,1,321,6,At Risk
3e51b3fc42a755c58c4960c76b73850c,99,1,34.9,4,2,1,421,7,Potential
3e5962f5708abcd60c1f473039418c5c,561,1,129.9,1,2,4,124,7,Potential
3e598d7fbeb3fa29fb9b7d8c83d42de1,227,1,45.6,3,2,2,322,7,Potential
3e5a237352ac4b53e1281b9b62efcbcc,426,2,384.9,1,5,5,155,11,Loyal
3e5a4182578fea5cae5c25396554f7d8,176,1,159.77,4,2,4,424,10,Loyal
3e5a4afd0fd4f13fdbcee9923b4fc859,126,1,59.9,4,2,2,422,8,Potential
3e5dd5efb71f831fffee3735c9e41e87,198,1,74.9,3,2,3,323,8,Potential
3e5f5bb5af4d9b3dd7282e52c4e68d00,55,3,105.0,5,5,3,553,13,Champions
3e60077770db929ce1bc8d84dde426bd,123,1,70.0,4,2,3,423,9,Potential
3e626615eff8fd5206108ee715584f39,197,2,99.8,3,5,3,353,11,Loyal
3e62c751c587ceea3c4920eead881aa4,350,1,219.9,2,2,5,225,9,Potential
3e62c7e76057237999b774e5683d79bb,243,1,24.5,3,2,1,321,6,At Risk
3e6580b01b9b859832d81c9e14d439e7,287,1,52.11,2,2,2,222,6,At Risk
3e6658866cc636c1762c080ed56f44e6,163,2,185.9,4,5,5,455,14,Champions
3e6af1676898a625a1b774da1532c4cc,317,1,54.89,2,2,2,222,6,At Risk
3e6bc4180ba32d44f8278f211e2231f7,357,2,76.8,2,5,3,253,10,Loyal
3e6dec79ecbff2cecc69cb24e1741668,225,1,899.0,3,2,5,325,10,Loyal
3e6ee816aad8242adb9c7f34c5499921,108,1,29.9,4,2,1,421,7,Potential
3e7093ecfc2d4fda791cc93d9e18c3ad,141,1,125.0,4,2,4,424,10,Loyal
3e71464fee3e76cd5cabe7fdea4970fd,215,1,37.99,3,2,1,321,6,At Risk
3e71a942be00f8d0d0cc4b01880f7a17,372,1,14.9,2,2,1,221,5,At Risk
3e76ae76da1581b80aad9d356b84e716,107,1,196.8,4,2,5,425,11,Loyal
3e7a68a9a380c6802aa79a54be7c2e70,193,1,209.9,3,2,5,325,10,Loyal
3e7ae105da658a01e2fa1a430464a5ae,170,1,129.99,4,2,4,424,10,Loyal
3e7bb77746c1489704b3e041860dfb6d,66,1,39.0,5,2,1,521,8,Potential
3e7d8098857e14a895d117c80f91e547,119,1,362.45,4,2,5,425,11,Loyal
3e7d8d6bd7100a5c71cdf2572a0b402c,146,1,69.9,4,2,3,423,9,Potential
3e8516f7f5aaa6d4276831965b722ab1,35,1,54.49,5,2,2,522,9,Potential
3e86791737ee1ccb998232c50eda57e8,352,1,305.28,2,2,5,225,9,Potential
3e874b23b6b46a0a50dffce68e61a56b,393,1,114.97,1,2,4,124,7,Potential
3e8cc97df8f3e88d4a689376500ee3bb,283,1,129.99,2,2,4,224,8,Potential
3e91bbc20243d17052482d34de814085,200,1,56.99,3,2,2,322,7,Potential
3e92141d9fe7b1e89a4ee67b91f30bba,208,2,99.8,3,5,3,353,11,Loyal
3e929a60d3f6a4c02433f8084b7b5026,477,1,208.9,1,2,5,125,8,Potential
3e9400df8f1d030aa7e6f9a6b5171891,179,1,25.0,3,2,1,321,6,At Risk
3e95df0418e85431b735af1d9f25767f,187,1,116.99,3,2,4,324,9,Potential
3e9694dfd41149b35e4a78f8a6cccb49,237,1,129.99,3,2,4,324,9,Potential
3e96b1ebbfae6bf689931e465e11cd56,58,1,45.0,5,2,2,522,9,Potential
3e96d96e52761d91cdbd5c5c48392ba6,24,1,49.0,5,2,2,522,9,Potential
3e970efbd0047e980e384bbc61ab1341,526,1,59.9,1,2,2,122,5,At Risk
3e97b557704c1cef1c550018b0349a16,139,1,120.0,4,2,4,424,10,Loyal
3e99f42212c30b7ca7f78413a4fa71a8,135,1,391.25,4,2,5,425,11,Loyal
3e99fcdff874a9b1cfff9828f5cc77c9,214,1,29.99,3,2,1,321,6,At Risk
3e9c0b1e800b33f972c4ae67e035f3e2,299,2,299.74,2,5,5,255,12,Loyal
3e9c6b78c5f04621fa3efb18433e0df3,330,1,33.49,2,2,1,221,5,At Risk
3ea221da0451d7a2fdb9892f427b0744,280,1,649.99,2,2,5,225,9,Potential
3ea35d016eb96bbfede151b359b8da8e,300,3,373.6,2,5,5,255,12,Loyal
3ea4185126195c34ed9949d8e406d570,42,2,561.9,5,5,5,555,15,Champions
3ea746ba5ce82f2fba077e4ce378c5f7,153,2,217.99,4,5,5,455,14,Champions
